number,date,time,gender,age,accuracy,nationality1,accuracy,nationality2,accuracy,nationality3,accuracy,direction
316,2024年10月30日,3:48,1,25,0.87,0,0.13,1,0.46,1,0.13,0.32
317,2024年10月30日,3:49,0,78,0.45,0,0.62,1,0.62,0,0.34,0.94
318,2024年10月30日,3:50,1,8,0.61,0,0.28,1,0.46,1,0.19,0.07
319,2024年10月30日,3:50,1,99,0.53,0,0.73,1,0.60,0,0.83,0.47
320,2024年10月30日,3:53,0,79,0.42,0,0.64,1,0.38,1,0.71,0.91
321,2024年10月30日,3:55,0,39,0.38,0,0.74,1,0.16,1,0.98,0.27
322,2024年10月30日,3:55,0,25,0.20,1,0.52,0,0.31,0,0.23,0.33
323,2024年10月30日,3:55,0,15,0.91,0,0.94,1,0.83,0,0.74,0.35
324,2024年10月30日,3:55,0,33,0.85,0,0.08,1,0.18,0,0.73,0.67
325,2024年10月30日,3:56,0,33,0.38,0,0.67,1,0.40,1,0.98,0.91
326,2024年10月30日,3:58,1,47,0.11,1,0.40,0,0.69,1,0.63,0.95
327,2024年10月30日,3:58,0,82,0.30,1,0.75,0,0.97,0,0.32,0.61
328,2024年10月30日,3:59,1,75,0.51,0,0.39,1,0.06,1,0.38,0.27
329,2024年10月30日,3:59,0,9,0.37,0,0.29,1,0.17,0,0.93,0.51
330,2024年10月30日,3:59,0,95,0.95,0,0.40,1,0.20,0,0.15,0.30
331,2024年10月30日,3:59,1,90,0.73,0,0.73,1,0.20,1,0.77,0.24
332,2024年10月30日,4:00,0,70,0.27,1,0.34,0,0.29,0,0.79,0.98
333,2024年10月30日,4:01,1,20,0.29,1,0.01,0,0.57,1,0.75,0.58
334,2024年10月30日,4:01,1,69,0.50,0,0.05,1,0.06,1,0.82,0.30
335,2024年10月30日,4:01,0,50,0.87,0,0.40,1,0.81,0,0.27,0.24
336,2024年10月30日,4:02,0,14,0.11,1,0.82,0,0.90,1,0.91,0.55
337,2024年10月30日,4:03,1,69,0.90,0,0.95,1,0.96,0,0.36,0.63
338,2024年10月30日,4:03,1,10,0.25,1,0.35,0,0.73,1,0.16,0.13
339,2024年10月30日,4:05,0,38,0.37,0,0.69,1,0.12,1,0.66,0.81
340,2024年10月30日,4:05,1,66,0.53,0,0.96,1,0.12,0,0.97,0.56
341,2024年10月30日,4:06,1,98,0.24,1,0.28,0,0.98,0,0.93,0.94
342,2024年10月30日,4:06,0,68,0.60,0,0.67,1,0.96,1,0.75,0.71
343,2024年10月30日,4:07,0,2,0.00,1,0.50,0,0.91,1,0.37,0.81
344,2024年10月30日,4:07,1,83,0.91,0,0.28,1,0.19,1,0.63,0.99
345,2024年10月30日,4:08,0,8,0.77,0,0.20,1,0.86,0,0.23,0.08
346,2024年10月30日,4:09,1,11,0.50,0,0.95,1,0.42,0,0.88,0.08
347,2024年10月30日,4:10,1,80,0.72,0,0.47,1,0.72,0,0.71,0.12
348,2024年10月30日,4:11,0,50,0.17,1,0.25,0,0.63,1,0.95,0.07
349,2024年10月30日,4:11,0,63,0.97,0,0.35,1,0.37,1,0.75,0.32
350,2024年10月30日,4:13,1,4,0.90,0,0.12,1,0.40,0,0.91,0.63
351,2024年10月30日,4:14,1,11,0.69,0,0.88,1,0.59,1,0.15,0.59
352,2024年10月30日,4:17,1,23,0.26,1,0.49,0,0.04,1,0.41,0.38
353,2024年10月30日,4:19,1,9,0.59,0,0.09,1,0.05,1,0.34,0.22
354,2024年10月30日,4:19,0,48,0.68,0,0.54,1,0.86,0,0.21,0.21
355,2024年10月30日,4:23,1,72,0.17,1,0.72,0,0.87,0,0.88,0.80
356,2024年10月30日,4:23,0,82,0.61,0,0.23,1,0.18,1,0.68,0.86
357,2024年10月30日,4:24,1,25,0.12,1,0.70,0,0.78,0,0.22,0.98
358,2024年10月30日,4:24,1,68,0.49,0,0.00,1,0.37,0,0.63,0.45
359,2024年10月30日,4:25,0,27,0.13,1,0.51,0,0.10,0,0.49,0.75
360,2024年10月30日,4:25,1,72,0.17,1,0.15,0,0.21,0,0.10,0.10
361,2024年10月30日,4:25,0,14,0.17,1,0.13,0,0.47,1,0.37,0.91
362,2024年10月30日,4:27,0,27,0.47,0,0.08,1,0.47,0,0.04,0.40
363,2024年10月30日,4:28,0,70,0.07,1,0.85,0,0.25,1,0.16,0.86
364,2024年10月30日,4:29,0,89,0.43,0,0.89,1,0.95,0,0.43,0.92
365,2024年10月30日,4:29,1,20,0.02,1,0.39,0,0.01,0,0.76,0.87
366,2024年10月30日,4:30,1,47,0.80,0,0.53,1,0.54,0,0.46,0.81
367,2024年10月30日,4:30,1,68,0.17,1,0.68,0,0.12,0,0.33,0.41
368,2024年10月30日,4:31,1,5,0.49,0,0.03,1,0.90,0,0.69,0.62
369,2024年10月30日,4:32,1,91,0.24,1,0.38,0,0.92,1,0.70,0.68
370,2024年10月30日,4:32,0,83,0.43,0,0.08,1,0.12,0,0.29,0.93
371,2024年10月30日,4:34,0,87,0.68,0,0.41,1,0.80,1,0.81,0.37
372,2024年10月30日,4:34,0,80,0.36,0,0.04,1,0.76,0,0.35,0.50
373,2024年10月30日,4:34,0,17,0.41,0,0.13,1,0.77,0,0.71,0.46
374,2024年10月30日,4:34,0,87,0.87,0,0.01,1,0.06,1,0.70,0.32
375,2024年10月30日,4:35,1,81,0.66,0,0.79,1,0.69,1,0.10,0.98
376,2024年10月30日,4:35,1,62,0.28,1,0.39,0,0.22,0,0.00,0.25
377,2024年10月30日,4:36,1,54,0.54,0,0.79,1,0.91,0,0.20,0.08
378,2024年10月30日,4:36,0,42,0.74,0,0.20,1,0.37,0,0.40,0.75
379,2024年10月30日,4:36,0,77,0.50,0,0.70,1,0.22,0,0.74,0.01
380,2024年10月30日,4:36,1,34,0.82,0,0.66,1,0.92,0,0.91,0.81
381,2024年10月30日,4:37,1,78,0.44,0,0.92,1,0.13,0,0.98,0.84
382,2024年10月30日,4:37,1,91,0.16,1,0.87,0,0.56,0,0.29,0.78
383,2024年10月30日,4:37,1,40,0.35,0,0.43,1,0.67,0,0.14,0.08
384,2024年10月30日,4:39,1,58,0.02,1,0.26,0,0.91,0,0.58,0.82
385,2024年10月30日,4:40,1,85,0.57,0,0.50,1,0.55,0,0.75,0.11
386,2024年10月30日,4:40,0,25,0.28,1,0.29,0,0.30,0,0.34,0.34
387,2024年10月30日,4:40,0,15,0.82,0,0.50,1,0.71,0,0.03,0.65
388,2024年10月30日,4:41,1,71,0.05,1,0.27,0,0.06,0,0.68,0.19
389,2024年10月30日,4:42,1,2,0.61,0,0.60,1,0.69,0,0.89,0.94
390,2024年10月30日,4:43,1,24,0.99,0,0.11,1,0.85,0,0.66,0.04
391,2024年10月30日,4:43,1,61,0.94,0,0.59,1,0.13,1,0.94,0.30
392,2024年10月30日,4:44,1,72,0.08,1,0.74,0,0.27,0,0.70,0.36
393,2024年10月30日,4:44,1,11,0.24,1,0.04,0,0.42,0,0.19,0.38
394,2024年10月30日,4:45,1,83,0.97,0,0.78,1,0.71,0,0.45,0.14
395,2024年10月30日,4:45,1,93,0.31,0,0.57,1,0.85,0,0.52,0.75
396,2024年10月30日,4:46,1,70,0.10,1,0.29,0,0.81,0,0.62,0.28
397,2024年10月30日,4:47,1,57,0.65,0,0.04,1,0.25,1,0.57,0.49
398,2024年10月30日,4:48,0,96,0.75,0,0.46,1,0.44,1,0.97,0.14
399,2024年10月30日,4:49,0,35,0.59,0,0.77,1,0.96,1,0.69,0.40
400,2024年10月30日,4:50,1,65,0.40,0,0.01,1,0.08,0,0.18,0.02
401,2024年10月30日,4:50,0,68,0.41,0,0.52,1,0.56,0,0.91,0.85
402,2024年10月30日,4:50,0,4,0.14,1,0.69,0,0.22,0,0.96,0.85
403,2024年10月30日,4:51,1,74,0.06,1,0.91,0,0.52,0,0.35,0.62
404,2024年10月30日,4:51,1,62,0.11,1,0.14,0,0.96,0,0.15,0.37
405,2024年10月30日,4:52,1,16,0.53,0,0.50,1,0.80,0,0.27,0.30
406,2024年10月30日,4:52,0,38,0.39,0,0.55,1,0.73,0,0.28,0.45
407,2024年10月30日,4:53,1,67,0.40,0,0.41,1,0.83,0,0.18,0.34
408,2024年10月30日,4:54,1,37,0.17,1,0.16,0,0.88,0,0.14,0.79
409,2024年10月30日,4:55,1,70,0.24,1,0.54,0,0.59,0,0.15,0.54
410,2024年10月30日,4:56,1,93,0.29,1,0.13,0,0.95,0,0.23,0.09
411,2024年10月30日,4:56,1,75,0.26,1,0.78,0,0.31,0,0.85,0.15
412,2024年10月30日,4:56,0,60,0.99,0,0.89,1,0.40,0,0.56,0.77
413,2024年10月30日,4:56,1,80,0.40,0,0.89,1,0.93,1,0.69,0.73
414,2024年10月30日,4:58,0,44,0.08,1,0.01,0,0.33,1,0.29,0.99
415,2024年10月30日,4:58,0,91,0.80,0,0.59,1,0.25,0,0.87,0.65
416,2024年10月30日,4:59,1,97,0.67,0,0.69,1,0.42,1,0.09,0.32
417,2024年10月30日,5:00,1,35,0.20,1,0.58,0,0.58,1,0.52,0.47
418,2024年10月30日,5:03,1,33,0.12,1,0.18,0,1.00,0,0.69,0.57
419,2024年10月30日,5:03,1,88,0.20,1,0.17,0,0.40,0,0.00,0.12
420,2024年10月30日,5:04,0,31,0.24,1,0.41,0,0.95,0,0.24,0.69
421,2024年10月30日,5:05,1,82,0.91,0,0.66,1,0.09,0,0.19,0.66
422,2024年10月30日,5:07,1,33,0.57,0,0.37,1,0.91,1,0.70,0.57
423,2024年10月30日,5:07,1,32,0.85,0,0.61,1,0.10,0,0.86,0.94
424,2024年10月30日,5:07,0,67,0.65,0,0.81,1,0.16,0,0.01,0.30
425,2024年10月30日,5:09,0,9,0.15,1,0.73,0,0.48,1,0.33,0.49
426,2024年10月30日,5:09,1,81,0.46,0,0.89,1,0.46,1,0.78,0.97
427,2024年10月30日,5:10,1,36,0.79,0,0.62,1,0.23,0,0.40,0.56
428,2024年10月30日,5:11,1,85,0.63,0,0.79,1,0.77,1,0.96,0.46
429,2024年10月30日,5:12,0,63,0.09,1,0.22,0,0.95,1,0.17,0.83
430,2024年10月30日,5:12,0,21,0.71,0,0.73,1,0.52,1,0.01,0.78
431,2024年10月30日,5:14,1,57,0.20,1,0.01,0,0.33,0,0.56,0.69
432,2024年10月30日,5:15,0,31,0.16,1,0.32,0,0.81,0,0.34,0.82
433,2024年10月30日,5:16,0,58,0.21,1,0.99,0,0.17,0,0.86,0.71
434,2024年10月30日,5:16,1,8,0.76,0,0.65,1,0.88,0,0.04,0.57
435,2024年10月30日,5:18,1,66,0.93,0,0.57,1,0.90,1,0.64,0.28
436,2024年10月30日,5:18,0,22,0.03,1,0.37,0,0.69,0,0.07,0.50
437,2024年10月30日,5:18,0,49,0.56,0,0.91,1,0.53,0,0.28,0.95
438,2024年10月30日,5:19,0,1,0.24,1,0.73,0,0.66,0,0.56,0.19
439,2024年10月30日,5:20,0,13,0.31,0,0.07,1,0.54,0,0.46,0.42
440,2024年10月30日,5:20,0,31,0.21,1,0.63,0,0.25,1,0.06,0.59
441,2024年10月30日,5:20,0,15,0.12,1,0.37,0,0.06,1,0.74,0.52
442,2024年10月30日,5:21,0,69,0.91,0,0.90,1,0.55,0,0.56,0.12
443,2024年10月30日,5:21,0,61,0.88,0,0.09,1,0.95,1,0.62,0.47
444,2024年10月30日,5:21,0,9,0.73,0,0.19,1,0.41,1,0.74,0.56
445,2024年10月30日,5:21,0,50,0.91,0,0.11,1,0.59,1,0.48,0.04
446,2024年10月30日,5:22,0,65,0.59,0,0.31,1,0.62,0,0.14,0.23
447,2024年10月30日,5:22,1,54,0.50,0,0.71,1,0.96,1,0.70,0.22
448,2024年10月30日,5:23,1,25,0.78,0,0.03,1,0.73,1,0.47,0.45
449,2024年10月30日,5:24,1,96,0.37,0,0.91,1,0.17,0,0.82,0.00
450,2024年10月30日,5:26,1,12,0.30,1,0.63,0,0.67,1,0.37,0.32
451,2024年10月30日,5:26,1,99,0.68,0,0.87,1,0.61,1,0.02,0.44
452,2024年10月30日,5:28,1,62,0.33,0,0.28,1,0.54,1,0.09,0.84
453,2024年10月30日,5:28,1,47,0.58,0,0.49,1,0.78,1,0.51,0.64
454,2024年10月30日,5:29,0,80,0.96,0,0.61,1,0.70,1,0.47,0.20
455,2024年10月30日,5:31,1,97,0.47,0,0.86,1,0.18,0,0.29,0.29
456,2024年10月30日,5:31,0,1,0.07,1,0.22,0,0.02,0,0.12,0.39
457,2024年10月30日,5:31,0,97,0.50,0,0.59,1,0.23,1,0.93,0.46
458,2024年10月30日,5:32,0,47,0.95,0,0.78,1,0.26,0,0.58,0.57
459,2024年10月30日,5:32,0,82,0.67,0,0.19,1,0.85,1,1.00,0.93
460,2024年10月30日,5:33,1,98,0.15,1,0.62,0,0.08,1,0.05,0.49
461,2024年10月30日,5:34,1,99,0.09,1,0.02,0,0.91,0,0.56,0.72
462,2024年10月30日,5:34,1,89,0.55,0,0.04,1,0.83,0,0.08,0.38
463,2024年10月30日,5:35,0,84,0.73,0,0.55,1,0.79,0,0.93,0.62
464,2024年10月30日,5:36,1,59,0.50,0,0.57,1,0.01,0,0.27,0.09
465,2024年10月30日,5:36,1,80,0.98,0,0.94,1,0.82,0,0.08,0.63
466,2024年10月30日,5:37,1,16,0.79,0,0.76,1,0.28,1,0.28,0.97
467,2024年10月30日,5:37,0,24,0.26,1,0.46,0,0.63,0,0.37,0.46
468,2024年10月30日,5:38,1,69,0.50,0,0.00,1,0.27,1,0.03,0.16
469,2024年10月30日,5:38,0,47,0.22,1,0.32,0,0.41,1,0.42,0.62
470,2024年10月30日,5:39,1,15,1.00,0,0.78,1,0.98,1,0.62,0.96
471,2024年10月30日,5:39,1,44,0.69,0,0.34,1,0.00,0,0.24,0.26
472,2024年10月30日,5:39,1,35,0.73,0,0.49,1,0.27,0,0.77,0.22
473,2024年10月30日,5:40,0,4,0.48,0,0.85,1,0.55,1,0.49,0.55
474,2024年10月30日,5:41,0,57,0.12,1,0.28,0,0.85,0,0.26,0.66
475,2024年10月30日,5:41,0,95,0.18,1,0.72,0,0.37,1,0.98,0.43
476,2024年10月30日,5:42,0,33,0.96,0,0.99,1,0.34,1,0.84,0.12
477,2024年10月30日,5:42,1,42,0.22,1,0.76,0,0.70,0,0.01,0.49
478,2024年10月30日,5:43,0,32,0.33,0,0.90,1,0.67,0,0.62,0.29
479,2024年10月30日,5:43,1,15,0.44,0,0.31,1,0.24,0,0.52,0.32
480,2024年10月30日,5:43,0,8,0.83,0,0.37,1,0.22,0,0.21,0.22
481,2024年10月30日,5:44,0,99,0.84,0,0.73,1,0.45,1,0.76,0.24
482,2024年10月30日,5:46,1,64,0.18,1,0.62,0,0.28,0,0.50,0.75
483,2024年10月30日,5:47,1,74,0.47,0,0.32,1,0.89,1,0.87,0.23
484,2024年10月30日,5:47,1,18,0.59,0,0.36,1,0.89,0,0.35,0.08
485,2024年10月30日,5:48,1,14,0.44,0,0.57,1,0.62,1,0.22,0.21
486,2024年10月30日,5:50,1,23,0.49,0,0.50,1,0.07,1,0.23,0.51
487,2024年10月30日,5:50,0,94,0.87,0,0.06,1,0.54,0,0.31,0.94
488,2024年10月30日,5:51,1,19,0.42,0,0.81,1,0.49,0,0.96,0.22
489,2024年10月30日,5:51,1,66,0.04,1,0.92,0,0.30,0,0.39,0.91
490,2024年10月30日,5:52,0,94,0.99,0,0.82,1,0.48,1,0.72,0.91
491,2024年10月30日,5:52,0,32,0.51,0,0.57,1,0.25,1,0.93,0.09
492,2024年10月30日,5:53,0,59,0.70,0,0.64,1,0.08,0,0.69,0.78
493,2024年10月30日,5:53,1,33,0.38,0,0.17,1,0.87,0,0.54,0.77
494,2024年10月30日,5:53,0,76,0.79,0,0.64,1,0.51,1,0.12,0.19
495,2024年10月30日,5:53,1,22,0.56,0,0.29,1,0.81,1,0.05,1.00
496,2024年10月30日,5:55,1,6,0.20,1,0.82,0,0.41,1,0.05,0.92
497,2024年10月30日,5:55,0,8,0.73,0,0.40,1,0.10,0,0.52,0.19
498,2024年10月30日,5:56,1,97,0.69,0,0.10,1,0.47,1,0.56,0.78
499,2024年10月30日,5:56,1,52,0.26,1,0.24,0,0.41,0,0.32,0.02
500,2024年10月30日,5:57,1,87,0.75,0,0.39,1,0.68,0,0.68,0.74
501,2024年10月30日,5:58,0,94,0.91,0,0.59,1,0.82,0,0.48,0.25
502,2024年10月30日,5:58,1,74,0.92,0,0.00,1,0.43,1,0.01,0.44
503,2024年10月30日,5:58,1,52,0.91,0,0.82,1,0.43,0,0.64,0.07
504,2024年10月30日,5:58,1,2,0.25,1,0.83,0,0.50,1,0.77,0.48
505,2024年10月30日,5:58,1,82,0.88,0,0.01,1,0.59,0,0.04,0.28
506,2024年10月30日,5:59,0,76,0.24,1,0.53,0,0.45,1,0.48,0.50
507,2024年10月30日,6:00,1,75,0.24,1,0.06,0,0.15,1,0.63,0.99
508,2024年10月30日,6:00,1,21,0.20,1,0.46,0,0.64,0,0.72,0.96
509,2024年10月30日,6:02,1,6,0.22,1,0.96,0,0.41,0,0.26,0.86
510,2024年10月30日,6:03,1,82,0.05,1,0.96,0,0.32,0,0.65,0.48
511,2024年10月30日,6:03,1,85,0.46,0,0.91,1,0.61,0,0.39,0.30
512,2024年10月30日,6:03,1,89,0.34,0,0.39,1,0.68,0,0.90,0.59
513,2024年10月30日,6:04,0,70,0.79,0,0.05,1,0.82,0,0.55,0.02
514,2024年10月30日,6:04,0,9,0.05,1,0.55,0,0.12,0,0.01,0.29
515,2024年10月30日,6:05,1,45,0.29,1,0.97,0,0.41,0,0.41,0.92
516,2024年10月30日,6:06,0,30,0.48,0,0.77,1,0.59,0,0.36,0.50
517,2024年10月30日,6:06,0,16,0.39,0,0.81,1,0.08,1,0.82,0.50
518,2024年10月30日,6:06,0,99,0.89,0,0.16,1,0.36,0,0.29,0.61
519,2024年10月30日,6:06,0,70,0.82,0,0.25,1,0.98,0,0.71,0.33
520,2024年10月30日,6:07,1,76,0.50,0,0.81,1,0.53,0,0.58,0.30
521,2024年10月30日,6:07,0,92,0.14,1,0.48,0,0.82,0,0.71,0.15
522,2024年10月30日,6:07,1,23,0.25,1,0.62,0,0.24,0,0.34,0.43
523,2024年10月30日,6:08,1,3,0.94,0,0.92,1,0.98,1,0.73,0.27
524,2024年10月30日,6:09,0,60,0.27,1,0.78,0,0.79,0,0.01,0.84
525,2024年10月30日,6:09,0,30,0.60,0,0.45,1,0.39,0,0.18,0.10
526,2024年10月30日,6:11,1,32,0.10,1,0.90,0,0.66,0,0.73,0.32
527,2024年10月30日,6:11,0,11,0.59,0,0.36,1,0.68,1,0.89,0.07
528,2024年10月30日,6:12,1,99,0.79,0,0.20,1,0.70,1,0.12,0.38
529,2024年10月30日,6:12,1,36,0.76,0,0.45,1,0.81,0,0.54,0.70
530,2024年10月30日,6:13,1,55,0.74,0,0.19,1,0.16,1,0.12,0.05
531,2024年10月30日,6:13,1,92,0.87,0,0.74,1,0.42,1,0.56,0.75
532,2024年10月30日,6:13,0,72,0.33,0,0.19,1,0.74,1,0.24,0.21
533,2024年10月30日,6:14,0,5,0.20,1,0.30,0,0.16,0,0.44,0.15
534,2024年10月30日,6:14,0,13,0.38,0,0.17,1,0.05,0,0.48,0.96
535,2024年10月30日,6:14,1,34,0.07,1,0.37,0,0.24,1,0.67,0.91
536,2024年10月30日,6:15,0,89,0.91,0,0.26,1,0.70,0,0.15,0.40
537,2024年10月30日,6:15,1,9,0.08,1,0.49,0,0.67,0,0.61,0.42
538,2024年10月30日,6:16,1,70,0.78,0,0.79,1,0.86,0,0.48,0.38
539,2024年10月30日,6:16,0,36,0.81,0,0.22,1,0.10,0,0.53,0.46
540,2024年10月30日,6:17,1,71,0.49,0,0.04,1,0.71,0,0.48,0.67
541,2024年10月30日,6:17,1,84,0.69,0,0.04,1,0.19,1,0.37,0.60
542,2024年10月30日,6:18,0,70,0.30,0,0.25,1,0.83,0,0.94,0.01
543,2024年10月30日,6:19,0,66,0.51,0,0.33,1,0.20,0,0.37,0.64
544,2024年10月30日,6:19,1,21,0.51,0,0.26,1,0.73,0,0.60,0.47
545,2024年10月30日,6:19,0,32,0.05,1,0.78,0,0.36,0,0.12,0.95
546,2024年10月30日,6:20,1,57,0.75,0,0.53,1,0.78,1,0.04,0.05
547,2024年10月30日,6:20,1,35,0.09,1,0.81,0,0.05,0,0.05,0.38
548,2024年10月30日,6:21,1,51,0.08,1,0.09,0,0.61,0,0.86,0.71
549,2024年10月30日,6:22,1,68,0.91,0,0.59,1,0.76,0,0.22,0.85
550,2024年10月30日,6:24,0,6,0.98,0,0.19,1,0.88,1,0.80,0.25
551,2024年10月30日,6:24,1,2,0.86,0,0.30,1,0.37,1,0.87,0.85
552,2024年10月30日,6:25,1,58,0.75,0,0.91,1,0.94,1,0.10,0.68
553,2024年10月30日,6:25,0,92,0.16,1,0.13,0,0.19,0,0.20,0.63
554,2024年10月30日,6:25,0,75,0.30,0,0.00,1,0.36,1,0.57,0.29
555,2024年10月30日,6:26,1,82,0.21,1,0.92,0,0.02,0,0.24,0.76
556,2024年10月30日,6:26,0,6,0.30,0,0.14,1,0.23,0,0.07,0.08
557,2024年10月30日,6:27,1,22,0.78,0,0.32,1,0.73,0,0.34,0.13
558,2024年10月30日,6:27,0,99,0.32,0,0.54,1,0.63,1,0.49,0.83
559,2024年10月30日,6:28,1,51,0.26,1,0.61,0,0.58,0,0.99,0.28
560,2024年10月30日,6:28,0,3,0.47,0,0.60,1,0.98,0,0.37,0.02
561,2024年10月30日,6:30,0,85,0.05,1,0.70,0,0.61,1,0.72,0.10
562,2024年10月30日,6:30,0,67,0.57,0,0.67,1,0.14,1,0.15,0.84
563,2024年10月30日,6:34,0,76,0.12,1,0.78,0,0.96,1,0.56,0.89
564,2024年10月30日,6:34,0,72,0.10,1,0.14,0,0.39,0,0.87,0.16
565,2024年10月30日,6:35,0,16,0.10,1,0.77,0,0.31,0,0.97,0.39
566,2024年10月30日,6:35,1,95,0.55,0,0.73,1,0.61,0,0.82,0.25
567,2024年10月30日,6:35,0,76,0.25,1,0.79,0,0.63,0,0.13,0.48
568,2024年10月30日,6:35,0,32,0.35,0,0.09,1,0.83,0,0.20,0.43
569,2024年10月30日,6:35,0,7,1.00,0,0.47,1,0.11,1,0.50,0.56
570,2024年10月30日,6:36,0,29,0.55,0,0.82,1,0.43,0,0.61,0.40
571,2024年10月30日,6:36,1,33,0.52,0,0.83,1,0.13,0,0.98,0.82
572,2024年10月30日,6:36,1,79,0.21,1,0.08,0,0.37,1,0.83,0.51
573,2024年10月30日,6:36,1,71,0.40,0,0.24,1,0.45,1,0.22,0.86
574,2024年10月30日,6:37,1,71,0.48,0,0.43,1,0.03,0,0.70,0.81
575,2024年10月30日,6:38,0,1,0.26,1,0.23,0,0.16,0,0.06,0.77
576,2024年10月30日,6:38,0,95,0.99,0,0.46,1,0.16,0,0.87,0.32
577,2024年10月30日,6:41,0,70,0.57,0,0.15,1,0.34,0,0.63,0.79
578,2024年10月30日,6:41,1,49,0.76,0,0.68,1,0.81,1,0.90,0.23
579,2024年10月30日,6:42,1,48,0.53,0,0.27,1,0.24,0,0.91,0.93
580,2024年10月30日,6:43,0,66,0.15,1,0.72,0,0.11,0,0.22,0.45
581,2024年10月30日,6:44,1,47,0.99,0,0.15,1,0.41,1,0.18,0.42
582,2024年10月30日,6:44,1,52,0.34,0,0.60,1,0.51,0,0.13,0.17
583,2024年10月30日,6:45,1,13,0.25,1,0.32,0,0.47,1,0.33,0.12
584,2024年10月30日,6:45,1,0,0.07,1,0.12,0,0.97,1,1.00,0.75
585,2024年10月30日,6:46,1,44,0.66,0,0.75,1,0.62,0,0.31,0.08
586,2024年10月30日,6:47,1,76,0.22,1,0.23,0,0.70,1,0.52,0.43
587,2024年10月30日,6:47,0,38,0.13,1,0.84,0,0.49,0,0.52,0.12
588,2024年10月30日,6:47,0,85,0.28,1,0.65,0,0.52,0,0.83,0.34
589,2024年10月30日,6:48,0,100,0.95,0,0.37,1,0.42,1,0.37,0.50
590,2024年10月30日,6:49,0,25,0.77,0,0.58,1,0.27,0,0.95,0.64
591,2024年10月30日,6:50,1,47,0.81,0,0.44,1,0.53,1,0.90,0.34
592,2024年10月30日,6:51,1,9,0.10,1,0.90,0,0.95,1,0.09,1.00
593,2024年10月30日,6:52,1,9,0.84,0,0.50,1,0.69,0,0.13,0.08
594,2024年10月30日,6:53,1,82,0.93,0,0.14,1,0.78,0,0.42,0.98
595,2024年10月30日,6:53,0,36,0.16,1,0.10,0,0.71,0,0.89,0.26
596,2024年10月30日,6:55,0,59,0.33,0,0.58,1,0.50,0,0.36,0.30
597,2024年10月30日,6:55,0,7,0.98,0,0.41,1,0.21,1,0.94,0.23
598,2024年10月30日,6:55,0,55,0.50,0,0.63,1,0.20,0,0.35,0.11
599,2024年10月30日,6:57,1,53,0.86,0,0.45,1,0.37,0,0.79,0.72
600,2024年10月30日,6:57,1,51,0.02,1,0.97,0,0.86,0,0.99,0.25
601,2024年10月30日,6:58,0,86,0.36,0,0.00,1,0.42,0,0.77,0.45
602,2024年10月30日,6:59,1,26,0.50,0,0.50,1,0.32,1,0.15,0.79
603,2024年10月30日,7:00,0,11,0.45,0,0.15,1,0.34,1,0.38,0.77
604,2024年10月30日,7:00,1,11,0.22,1,0.41,0,0.09,0,0.38,0.19
605,2024年10月30日,7:01,0,47,0.99,0,0.41,1,0.02,0,0.22,0.42
606,2024年10月30日,7:01,1,59,0.50,0,0.07,1,0.27,0,0.31,0.14
607,2024年10月30日,7:01,1,97,0.62,0,0.96,1,0.79,1,0.98,0.59
608,2024年10月30日,7:01,1,82,0.66,0,0.62,1,0.77,1,0.30,0.95
609,2024年10月30日,7:02,1,70,0.42,0,0.23,1,0.61,0,0.65,0.19
610,2024年10月30日,7:03,0,46,0.09,1,0.89,0,0.63,0,0.72,0.44
611,2024年10月30日,7:04,0,14,0.72,0,0.33,1,0.56,0,0.00,0.18
612,2024年10月30日,7:04,0,64,0.45,0,0.90,1,0.08,0,0.32,0.66
613,2024年10月30日,7:05,1,52,0.63,0,0.06,1,0.56,1,0.06,0.61
614,2024年10月30日,7:05,0,97,0.63,0,0.71,1,0.80,1,0.47,0.07
615,2024年10月30日,7:06,1,90,0.74,0,0.66,1,0.72,0,0.48,0.27
616,2024年10月30日,7:07,1,17,0.31,0,0.16,1,0.67,1,0.99,0.25
617,2024年10月30日,7:07,0,46,0.36,0,0.23,1,0.88,0,0.85,0.43
618,2024年10月30日,7:09,0,92,0.23,1,0.06,0,0.71,0,0.57,0.14
619,2024年10月30日,7:10,0,59,0.01,1,0.58,0,0.56,0,0.07,0.08
620,2024年10月30日,7:12,1,42,0.28,1,0.60,0,0.94,0,0.53,0.64
621,2024年10月30日,7:13,1,92,0.13,1,0.84,0,0.35,1,0.05,0.28
622,2024年10月30日,7:13,0,19,0.96,0,0.75,1,0.65,0,0.85,0.90
623,2024年10月30日,7:14,0,47,0.19,1,0.05,0,0.59,0,0.50,0.46
624,2024年10月30日,7:14,0,27,0.66,0,0.10,1,0.92,0,0.99,0.03
625,2024年10月30日,7:15,0,55,0.03,1,0.43,0,0.11,0,0.93,0.39
626,2024年10月30日,7:15,0,9,0.83,0,0.72,1,0.04,1,0.55,0.11
627,2024年10月30日,7:15,1,14,0.57,0,0.99,1,0.17,0,0.43,0.76
628,2024年10月30日,7:15,0,38,0.67,0,0.38,1,0.20,1,0.96,0.19
629,2024年10月30日,7:16,0,39,0.68,0,0.65,1,0.16,1,0.60,0.48
630,2024年10月30日,7:16,0,61,0.66,0,0.87,1,0.25,1,0.31,0.37
631,2024年10月30日,7:16,0,84,0.16,1,0.48,0,0.94,1,0.53,0.68
632,2024年10月30日,7:17,1,86,0.87,0,0.28,1,0.59,1,0.18,0.88
